L3_options_20190815
UnderlyingSymbol,UnderlyingPrice,Flags,OptionSymbol,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA
A,69.59,*,A210115P00065000,put,01/15/2021,08/15/2019,65,6.5,6.1,7.2,1,42,42,0.3074,0.289,0.3259,-0.3233,0.0141,-2.554,29.7832,A210115P00065000
A,69.59,*,A210115C00067500,call,01/15/2021,08/15/2019,67.5,14.97,9.65,11.3,0,5,5,0.2562,0.2293,0.283,0.6403,0.0176,-3.5804,31.015,A210115C00067500
A,69.59,*,A210115P00067500,put,01/15/2021,08/15/2019,67.5,7.3,7.1,8.2,0,32,32,0.3019,0.2842,0.3197,-0.3612,0.015,-2.5486,31.06,A210115P00067500
A,69.59,*,A210115C00070000,call,01/15/2021,08/15/2019,70,10.3,7.9,9.8,1,21,20,0.2428,0.2133,0.2722,0.5937,0.0193,-3.4956,32.1668,A210115C00070000
A,69.59,*,A210115P00070000,put,01/15/2021,08/15/2019,70,9.66,8.15,9.45,0,116,116,0.2984,0.2781,0.3187,-0.4001,0.0156,-2.5247,32.0417,A210115P00070000
A,69.59,*,A210115C00072500,call,01/15/2021,08/15/2019,72.5,6.61,7.25,8.5,0,104,104,0.2465,0.2276,0.2655,0.5471,0.0194,-3.545,32.8525,A210115C00072500
A,69.59,*,A210115P00072500,put,01/15/2021,08/15/2019,72.5,8,9.1,10.75,0,136,136,0.2914,0.2662,0.3166,-0.4405,0.0163,-2.4244,32.7157,A210115P00072500
A,69.59,*,A210115C00075000,call,01/15/2021,08/15/2019,75,6.65,5.95,7.65,0,50,50,0.244,0.2183,0.2697,0.5,0.0197,-3.4852,33.0838,A210115C00075000
A,69.59,*,A210115P00075000,put,01/15/2021,08/15/2019,75,11.1,10.35,12.2,0,134,134,0.2885,0.2605,0.3164,-0.4805,0.0167,-2.3296,33.0441,A210115P00075000
A,69.59,*,A210115C00077500,call,01/15/2021,08/15/2019,77.5,9.05,5.2,6.6,0,14,14,0.2437,0.2221,0.2652,0.4549,0.0196,-3.412,32.8725,A210115C00077500
A,69.59,*,A210115P00077500,put,01/15/2021,08/15/2019,77.5,9.85,12.25,13.65,0,29,29,0.2927,0.2715,0.3139,-0.5162,0.0164,-2.2841,33.0563,A210115P00077500
A,69.59,*,A210115C00080000,call,01/15/2021,08/15/2019,80,5.05,4.35,5.7,0,23,23,0.2405,0.2196,0.2613,0.4093,0.0195,-3.2676,32.2253,A210115C00080000
A,69.59,*,A210115P00080000,put,01/15/2021,08/15/2019,80,11.15,13.85,15.3,0,21,21,0.2929,0.2708,0.315,-0.5523,0.0163,-2.165,32.7993,A210115P00080000
A,69.59,*,A210115C00082500,call,01/15/2021,08/15/2019,82.5,6.9,4.1,4.9,0,24,24,0.246,0.2336,0.2584,0.3735,0.0186,-3.2136,31.4056,A210115C00082500
A,69.59,*,A210115P00082500,put,01/15/2021,08/15/2019,82.5,14.05,15.95,17.05,0,13,13,0.3001,0.2831,0.3171,-0.5815,0.0157,-2.1139,32.3903,A210115P00082500
A,69.59,*,A210115C00085000,call,01/15/2021,08/15/2019,85,5.97,3.3,4.3,0,104,104,0.2429,0.2267,0.2592,0.3323,0.018,-3.0192,30.115,A210115C00085000
A,69.59,*,A210115P00085000,put,01/15/2021,08/15/2019,85,20.25,17.85,18.85,0,12,12,0.3028,0.2871,0.3186,-0.6116,0.0153,-1.9892,31.7803,A210115P00085000
A,69.59,*,A210115C00087500,call,01/15/2021,08/15/2019,87.5,5.1,2.82,3.65,0,60,60,0.2414,0.2269,0.2559,0.295,0.0172,-2.8292,28.6125,A210115C00087500
A,69.59,*,A210115P00087500,put,01/15/2021,08/15/2019,87.5,20.55,19.65,20.8,0,10,10,0.3045,0.2859,0.323,-0.6405,0.0148,-1.8364,31.01,A210115P00087500
A,69.59,*,A210115C00090000,call,01/15/2021,08/15/2019,90,2.35,2.34,3.1,0,26,26,0.2394,0.2252,0.2535,0.2596,0.0163,-2.6182,26.8787,A210115C00090000
A,69.59,*,A210115P00090000,put,01/15/2021,08/15/2019,90,19.5,21.55,22.3,0,6,6,0.2986,0.286,0.3111,-0.6748,0.0145,-1.5566,29.855,A210115P00090000
A,69.59,*,A210115C00095000,call,01/15/2021,08/15/2019,95,1.35,1.62,1.94,0,21,21,0.2308,0.2237,0.238,0.1906,0.0142,-2.0964,22.55,A210115C00095000
A,69.59,*,A210115P00095000,put,01/15/2021,08/15/2019,95,22.85,25.6,27.1,0,3,3,0.3158,0.2893,0.3422,-0.7096,0.0131,-1.4192,28.4048,A210115P00095000
A,69.59,*,A210115C00100000,call,01/15/2021,08/15/2019,100,1.15,1.05,1.34,0,60,60,0.2272,0.2193,0.2351,0.1394,0.0118,-1.6673,18.4003,A210115C00100000
A,69.59,*,A210115P00100000,put,01/15/2021,08/15/2019,100,27.8,29.75,33,0,3,3,0.3488,0.29,0.4075,-0.721,0.0116,-1.5508,27.8654,A210115P00100000
A,69.59,*,A210115C00105000,call,01/15/2021,08/15/2019,105,1,0.48,1.09,1,2,2,0.222,0.2005,0.2435,0.0969,0.0093,-1.2494,14.2247,A210115C00105000
A,69.59,*,A210115P00105000,put,01/15/2021,08/15/2019,105,0,33,37.8,0,0,0,0.3346,0.2355,0.4336,-0.7735,0.0108,-0.8991,24.9647,A210115P00105000
A,69.59,*,A210115C00110000,call,01/15/2021,08/15/2019,110,0.36,0.46,0.79,0,1,1,0.2305,0.2168,0.2442,0.0792,0.0077,-1.1049,12.2299,A210115C00110000
A,69.59,*,A210115P00110000,put,01/15/2021,08/15/2019,110,0,38,42.8,0,0,0,0.365,0.2656,0.4645,-0.7764,0.0099,-1.023,24.7819,A210115P00110000
A,69.59,*,A210115C00115000,call,01/15/2021,08/15/2019,115,0.42,0.03,0.67,0,9,9,0.2046,0.1565,0.2527,0.0356,0.0046,-0.5196,6.4942,A210115C00115000
A,69.59,*,A210115P00115000,put,01/15/2021,08/15/2019,115,0,43,47.8,0,0,0,0.394,0.2944,0.4935,-0.778,0.0091,-1.1441,24.6793,A210115P00115000
A,69.59,*,A210115C00120000,call,01/15/2021,08/15/2019,120,0.21,0,0.48,0,24,24,0.2142,0,0.2524,0.0301,0.0038,-0.4706,5.6597,A210115C00120000
A,69.59,*,A210115P00120000,put,01/15/2021,08/15/2019,120,0,48,52.8,0,0,0,0.4217,0.3222,0.5211,-0.7788,0.0085,-1.2615,24.6325,A210115P00120000
AA,16.92,*,AA190816C00014000,call,08/16/2019,08/15/2019,14,0,2.8,3,0,0,0,1.0954,0,4.5275,1,0,-0.3216,0,AA190816C00014000
AA,16.92,*,AA190816P00014000,put,08/16/2019,08/15/2019,14,0.05,0,0.15,0,2,2,1.8568,0,5.3764,-0.0003,0.0013,-0.6307,0.0006,AA190816P00014000
AA,16.92,*,AA190816C00015000,call,08/16/2019,08/15/2019,15,0,1.85,2,0,0,0,1.0954,0,3.2127,0.9999,0.0009,-0.4978,0.0003,AA190816C00015000
AA,16.92,*,AA190816P00015000,put,08/16/2019,08/15/2019,15,0,0,0.15,0,102,102,1.8568,0,3.9019,-0.0148,0.0395,-19.4727,0.0192,AA190816P00015000
AA,16.92,*,AA190816C00015500,call,08/16/2019,08/15/2019,15.5,0,1.3,1.5,0,0,0,1.0954,0,2.5533,0.9962,0.0204,-3.863,0.0059,AA190816C00015500
AA,16.92,*,AA190816P00015500,put,08/16/2019,08/15/2019,15.5,0,0,0.5,0,0,0,1.8568,0,5.4468,-0.0559,0.1186,-58.5074,0.0576,AA190816P00015500
AA,16.92,*,AA190816C00016000,call,08/16/2019,08/15/2019,16,1.55,0.85,1,0,8,8,1.0954,0,1.8757,0.956,0.1662,-28.8932,0.0476,AA190816C00016000
AA,16.92,*,AA190816P00016000,put,08/16/2019,08/15/2019,16,0.03,0,0.05,0,80,80,1.9243,0,1.6124,-0.1609,0.2482,-131.4801,0.1249,AA190816P00016000
AA,16.92,*,AA190816C00016500,call,08/16/2019,08/15/2019,16.5,0.5,0.45,0.55,9,0,4,1.1213,0.7873,1.4553,0.7762,0.5215,-94.1542,0.1529,AA190816C00016500
AA,16.92,*,AA190816P00016500,put,08/16/2019,08/15/2019,16.5,0.05,0.05,0.15,0,10,10,1.2603,0.9478,1.5728,-0.2484,0.4914,-111.6337,0.1619,AA190816P00016500
AA,16.92,*,AA190816C00017000,call,08/16/2019,08/15/2019,17,0.2,0.15,0.25,237,44,275,1.1626,0.916,1.4093,0.4538,0.6666,-129.1425,0.2026,AA190816C00017000
AA,16.92,*,AA190816P00017000,put,08/16/2019,08/15/2019,17,0.25,0.25,0.3,2,163,163,1.1396,1.0162,1.263,-0.5474,0.6798,-126.1549,0.2025,AA190816P00017000
AA,16.92,*,AA190816C00017500,call,08/16/2019,08/15/2019,17.5,0.05,0,0.1,132,45,168,2.1623,0,1.4776,0.3146,0.3211,-215.042,0.1815,AA190816C00017500
AA,16.92,*,AA190816P00017500,put,08/16/2019,08/15/2019,17.5,0.57,0.55,0.7,17,50,34,2.2217,0,1.6051,-0.6802,0.3147,-222.0927,0.1828,AA190816P00017500
AA,16.92,*,AA190816C00018000,call,08/16/2019,08/15/2019,18,0.05,0,0.05,59,102,156,2.5128,0,1.7015,0.2187,0.2297,-207.6622,0.1509,AA190816C00018000
AA,16.92,*,AA190816P00018000,put,08/16/2019,08/15/2019,18,1.05,1,1.15,1,83,82,2.3525,0,1.8871,-0.798,0.2341,-185.1406,0.144,AA190816P00018000
AA,16.92,*,AA190816C00018500,call,08/16/2019,08/15/2019,18.5,0.05,0,0.1,3,38,36,2.8608,0,2.6982,0.1613,0.1672,-195.948,0.1251,AA190816C00018500
AA,16.92,*,AA190816P00018500,put,08/16/2019,08/15/2019,18.5,0.85,1.5,1.65,0,29,1,2.4991,0,2.4281,-0.8737,0.1623,-144.6858,0.106,AA190816P00018500
AA,16.92,*,AA190816C00019000,call,08/16/2019,08/15/2019,19,0.05,0,0.05,104,410,373,3.2062,0,2.6845,0.1255,0.1259,-185.3209,0.1055,AA190816C00019000
AA,16.92,*,AA190816P00019000,put,08/16/2019,08/15/2019,19,1.36,2,2.15,0,258,225,2.6615,0,2.9253,-0.9194,0.1099,-110.9884,0.0764,AA190816P00019000
AA,16.92,*,AA190816C00019500,call,08/16/2019,08/15/2019,19.5,0.04,0,0.05,3,219,216,3.5491,0,3.1259,0.1022,0.0982,-177.1343,0.0911,AA190816C00019500
AA,16.92,*,AA190816P00019500,put,08/16/2019,08/15/2019,19.5,1.93,2.5,2.7,0,46,46,2.8398,0,3.9134,-0.9464,0.0751,-86.2734,0.0558,AA190816P00019500
AA,16.92,*,AA190816C00020000,call,08/16/2019,08/15/2019,20,0.05,0,0.05,3,352,350,3.8894,0,3.5437,0.0863,0.0791,-171.4023,0.0805,AA190816C00020000
AA,16.92,*,AA190816P00020000,put,08/16/2019,08/15/2019,20,3.3,3,3.2,15,461,453,2.8398,0,4.3881,-0.9716,0.0447,-51.1663,0.0332,AA190816P00020000
AA,16.92,*,AA190816C00020500,call,08/16/2019,08/15/2019,20.5,0,0,0.05,2,434,434,4.2272,0,3.9391,0.0752,0.0656,-167.8188,0.0725,AA190816C00020500
AA,16.92,*,AA190816P00020500,put,08/16/2019,08/15/2019,20.5,3.7,3.5,3.7,14,24,13,2.8398,0,4.8377,-0.9859,0.0248,-28.1551,0.0184,AA190816P00020500
AA,16.92,*,AA190816C00021000,call,08/16/2019,08/15/2019,21,0.03,0,0.05,7,1130,1129,4.5624,0,4.3174,0.0671,0.0557,-166.012,0.0665,AA190816C00021000
AA,16.92,*,AA190816P00021000,put,08/16/2019,08/15/2019,21,3.4,4,4.2,0,438,438,2.8398,0,5.2656,-0.9933,0.0129,-14.3826,0.0096,AA190816P00021000
AA,16.92,*,AA190816C00021500,call,08/16/2019,08/15/2019,21.5,0.03,0,0.15,0,230,230,4.8951,0,5.999,0.0611,0.0483,-165.6823,0.0618,AA190816C00021500
AA,16.92,*,AA190816P00021500,put,08/16/2019,08/15/2019,21.5,3.88,4.5,4.7,10,96,86,2.8398,0,5.6745,-0.997,0.0063,-6.7709,0.0047,AA190816P00021500
AA,16.92,*,AA190816C00022000,call,08/16/2019,08/15/2019,22,0.02,0,0.05,0,703,703,5.2252,0,5.0284,0.0566,0.0426,-166.5657,0.0582,AA190816C00022000
AA,16.92,*,AA190816P00022000,put,08/16/2019,08/15/2019,22,4.85,5,5.2,4,461,459,2.8398,0,6.0665,-0.9987,0.0029,-2.8512,0.0022,AA190816P00022000
AA,16.92,*,AA190816C00022500,call,08/16/2019,08/15/2019,22.5,0,0,0.5,0,210,210,5.5527,0,9.7079,0.0532,0.0382,-168.4656,0.0554,AA190816C00022500
AA,16.92,*,AA190816P00022500,put,08/16/2019,08/15/2019,22.5,2.53,5.5,5.7,0,288,288,2.8398,0,6.4431,-0.9995,0.0013,-0.9555,0.0009,AA190816P00022500
AA,16.92,*,AA190816C00023000,call,08/16/2019,08/15/2019,23,0.02,0,0.5,0,1934,1934,5.8778,0,10.1527,0.0506,0.0346,-171.2517,0.0532,AA190816C00023000
AA,16.92,*,AA190816P00023000,put,08/16/2019,08/15/2019,23,5.25,5.8,6.2,0,761,761,2.8398,0,6.806,-0.9998,0.0005,-0.0871,0.0004,AA190816P00023000
AA,16.92,*,AA190816C00023500,call,08/16/2019,08/15/2019,23.5,0.04,0,0.05,0,562,562,6.2002,0,6.0007,0.0485,0.0318,-174.7691,0.0515,AA190816C00023500
AA,16.92,*,AA190816P00023500,put,08/16/2019,08/15/2019,23.5,2.45,6.4,6.8,0,0,0,2.8398,0,8.2862,-0.9999,0.0002,0.2938,0.0002,AA190816P00023500
AA,16.92,*,AA190816C00024000,call,08/16/2019,08/15/2019,24,0.02,0,0.05,7,4694,4687,6.5201,0,6.3037,0.0469,0.0294,-178.9465,0.0501,AA190816C00024000
AA,16.92,*,AA190816P00024000,put,08/16/2019,08/15/2019,24,6.22,6.8,7.2,0,131,131,2.8398,0,7.4942,-1,0.0001,0.4569,0.0001,AA190816P00024000
AA,16.92,*,AA190816C00024500,call,08/16/2019,08/15/2019,24.5,0.02,0,0.5,0,326,326,6.8375,0,11.3907,0.0457,0.0274,-183.7081,0.0491,AA190816C00024500
AA,16.92,*,AA190816P00024500,put,08/16/2019,08/15/2019,24.5,2.1,7.3,8,0,0,0,2.8398,0,10.786,-1,0,0.5279,0,AA190816P00024500
AA,16.92,*,AA190816C00025000,call,08/16/2019,08/15/2019,25,0.03,0,0.05,0,1923,1923,7.1522,0,6.8825,0.0448,0.0258,-188.9707,0.0483,AA190816C00025000
AA,16.92,*,AA190816P00025000,put,08/16/2019,08/15/2019,25,2.3,7.5,8.6,0,35,35,2.8398,0,11.9276,-1,0,0.5618,0,AA190816P00025000
AA,16.92,*,AA190816C00025500,call,08/16/2019,08/15/2019,25.5,0,0,0.3,0,0,0,7.4645,0,10.4797,0.0441,0.0244,-194.7181,0.0476,AA190816C00025500
AA,16.92,*,AA190816P00025500,put,08/16/2019,08/15/2019,25.5,3.7,8.2,9,0,0,0,2.8398,0,11.5251,-1,0,0.5814,0,AA190816P00025500
AA,16.92,*,AA190816C00026000,call,08/16/2019,08/15/2019,26,0.04,0,0.05,0,441,441,7.7742,0,7.4294,0.0435,0.0232,-200.8864,0.0472,AA190816C00026000
